,Stage Name ,Full Name ,Korean Name ,K. Stage Name,Date of Birth ,Group ,Country ,Height ,Weight,Birthplace ,Gender ,Instagram
1579,Hyungseop,Ahn Hyungseop,안형섭,형섭,8/9/1999,TEMPEST,South Korea,173,58,,M,
1580,Hyuk,Koo Bonhyuk,구본혁,혁,4/17/2000,TEMPEST,South Korea,0,0,,M,
1581,Lew,Lee Euiwoong,이의웅,루,4/5/2001,TEMPEST,South Korea,170,55,,M,
1582,Hwarang,Son Jaewon,송재원,화랑,4/23/2001,TEMPEST,South Korea,179,61,,M,
1583,Eunchan,Choi Byeongseop,최병섭,은찬,2/27/2001,TEMPEST,South Korea,184,0,,M,
1584,Taerae,Kim Taerae,김태래,태래,9/5/2002,TEMPEST,South Korea,0,0,,M,
1603,DK,Kim Dokyun,김도균,닥,2/16/1998,BLANK2Y,South Korea,0,0,,M,
1604,Siwoo,Park Siwoo,박시우,시우,2/5/2001,BLANK2Y,South Korea,174,54,,M,
1605,Mikey,Morisaki Daisuke,모리사키 다이스케,마이키,5/5/2001,BLANK2Y,Japan,176,58,Hyogo,M,
1606,U,Sun Hengyu,쑨헝위,유,6/22/2001,BLANK2Y,China,0,0,,M,
1607,Youngbin,Lee Youngbin,이영빈,영빈,11/23/2001,BLANK2Y,South Korea,0,0,,M,
1608,Sungjun,Lee Sungjun,이성준,성준,6/15/2002,BLANK2Y,South Korea,0,0,,M,
1609,Sodam,Park Sodam,박소담,박소담,11/26/2004,BLANK2Y,South Korea,0,0,,M,
1610,Eden,Jae Won,재원,이든,3/27/1998,NINE.i,South Korea,0,0,,M,
1611,Winnie,,,위니,11/18/1998,NINE.i,Thailand,0,0,,M,
1612,Jewon,Woo Jewon,우제원,제원,11/28/1998,NINE.i,South Korea,170,55,,M,
1613,Minjun,Kim Minjun,김민준,민준,2/26/1999,NINE.i,South Korea,0,0,,M,
1614,Vahn,Kim Jungwoo,김정우,반,5/7/1999,NINE.i,South Korea,175,58,,M,
1615,Vari,Jae Hyun,재현,베리,9/3/2000,NINE.i,South Korea,0,0,,M,
1616,Seowon,Seo Won,서원,서원,12/18/2000,NINE.i,South Korea,0,0,,M,
1617,Taehun,Lee Taehoon,이태훈,태훈,3/21/2000,NINE.i,South Korea,0,0,,M,
1618,Joohyoung,Kim Joohyoung,김주형,주형,3/15/2003,NINE.i,South Korea,0,0,,M,
1619,Jiho,Jang Jiho,장지호,지호,8/10/2004,NINE.i,South Korea,0,0,Gyeonggi,M,
1620,Eunho,Myung Eunho,명은호,은호,3/25/2001,YOUNITE,South Korea,0,0,,M,
1621,Steve,Lim Dohyun,임도현,스티브,3/9/2002,YOUNITE,South Korea,0,0,Los Angeles,M,
1622,Hyunseung,Kim Hyunseung,김현승,현승,10/15/2002,YOUNITE,South Korea,0,0,,M,
1623,Hyungseok,Song Hyungseok,송형석,형석,11/6/2002,YOUNITE,South Korea,0,0,,M,
1624,Woono,Song Wonho,홍원호,우노,4/5/2003,YOUNITE,South Korea,0,0,,M,
1625,Dey,Kim Sehyun,김세현,데이,6/11/2003,YOUNITE,South Korea,0,0,,M,
1626,Kyungmun,Lim Kyungmun,임경문,경문,6/29/2003,YOUNITE,South Korea,0,0,,M,
1627,Sion,Kim Sion,김시온,시온,10/19/2004,YOUNITE,South Korea,0,0,,M,
1643,Kyungjun,Woo Kyungjun,우경준,경준,8/30/2002,TNX,South Korea,0,0,,M,
1644,Taehun,Choi Taehun,최태훈,태훈,11/19/2002,TNX,South Korea,0,0,,M,
1645,Hyunsoo,Jang Hyunsoo,장현수,현수,9/16/2003,TNX,South Korea,0,0,,M,
1646,Junheok,Cheon Junheok,천준혁,준혁,9/20/2004,TNX,South Korea,0,0,Hwaseong,M,
1647,Eun Hwi,Eun Hwi,은휘,은휘,11/11/2004,TNX,South Korea,178,0,,M,
1648,Sungjun,Oh Sungjun,오성준,성준,8/30/2005,TNX,South Korea,0,0,Dalcheon,M,
1649,Junseok,Oh Junseok,오준석,준석,3/3/2003,ATBO,South Korea,0,0,Jeju,M,
1650,Junmin,Ryu Junmin,류준민,준민,4/5/2003,ATBO,South Korea,0,0,,M,
1651,Hyunjun,Bae Hyunjun,배현준,현준,6/6/2003,ATBO,South Korea,0,0,Seoul,M,
1652,Rakwon,Seok Rakwon,석락원,락원,11/14/2003,ATBO,South Korea,0,0,,M,
1653,Seunghwan,Jeong Seunghwan,정승환,승환,1/27/2004,ATBO,South Korea,0,0,Busan,M,
1654,Yeonkyu,Kim Yeonkyu,김연규,연규,5/3/2004,ATBO,South Korea,0,0,Seoul,M,
1655,Won Bin,Won Bin,원빈,원빈,7/1/2004,ATBO,South Korea,0,0,Goyang,M,
