,Stage Name ,Full Name ,Korean Name ,K. Stage Name,Date of Birth ,Group ,Country ,Height ,Weight,Birthplace ,Gender ,Instagram
1591,Lily,Lily Jin Morrow,릴리 진 머로우,릴리,10/17/2002,NMIXX,Australia,0,0,Marysville,F,
1592,Haewon,Oh Haewon,오해원,해원,2/25/2003,NMIXX,South Korea,0,0,,F,
1593,Alice,Cheon Jaeyoung,천재영,앨리스,2/20/2002,TRACER,South Korea,0,0,,F,
1594,Genie,Cho Heejin,조희진,지니,3/19/2002,TRACER,South Korea,0,0,,F,
1595,Sowon,Nam Soeun,남소은,소원,12/13/2004,TRACER,South Korea,0,0,,F,
1596,Yubeen,Jin Yubeen,진유빈,유빈,9/5/2006,TRACER,South Korea,0,0,,F,
1597,Jimin,Won Jimin,원지민,지민,11/25/2007,CLASS:y,South Korea,171,0,,F,
1598,Seonyu,Kim Seonyu,김선유,선유,3/20/2008,CLASS:y,South Korea,159,0,,F,
1599,Hyeju,Hong Hyeju,홍혜주,혜주,12/9/2003,CLASS:y,South Korea,166,0,Seoul,F,
1600,Riwon,Kim Riwon,김리원,리원,1/11/2007,CLASS:y,South Korea,156,0,,F,
1601,Boeun,Park Boeun,박보은,보은,2/11/2008,CLASS:y,South Korea,155,0,,F,
1602,Chaewon,Yoon Chaewon,윤채원,채원,6/4/2003,CLASS:y,South Korea,163,0,,F,
1628,Yunjin,Huh Yunjin,허윤진,윤진,10/8/2001,LE SSERAFIM,South Korea,171,53,,F,
1629,Kazuha,Nakamura Kazuha,나카무라 카즈하,카즈하,8/9/2003,LE SSERAFIM,Japan,174,0,Osaka,F,
1630,Garam,Kim Garam,김가람,가람,11/16/2005,,South Korea,170,0,,F,
1631,Eunchae,Hong Eunchae,홍은채,은채,11/10/2006,LE SSERAFIM,South Korea,172,0,,F,
1632,EJ,Kim Eunji,김은지,이제이,8/13/1997,ALICE,South Korea,164,47,,F,
1633,Chaejeong,Lee Chaejeong,이채정,채정,8/26/1999,ALICE,South Korea,164,48,,F,
1634,Via,Kim Via,김비아,비아,8/17/2000,FANATICS,South Korea,165,46,Busan,F,
1635,Rayeon,Lee Rayeon,이나연,나연,11/24/2001,FANATICS,South Korea,167,45,Gwangju,F,
1636,Chanty,Maria Chantal Videla,마리아 샹탈 비델라,샨티,12/15/2002,Lapillus,Philippines,170,0,Manila,F,
1637,Shana,Nonaka Shana,노나카 샤나,샤나,3/13/2003,Lapillus,Japan,158,0,Kochi,F,
1638,Yue,Nancy Yang,낸시 양,유에,7/3/2004,Lapillus,USA,163,48,,F,
1639,Bessie,Kim Susanna,김수산나,베시,7/15/2004,Lapillus,South Korea,0,0,Changwon,F,
1640,Seowon,Jang Seowon,장서원,서원,12/5/2006,Lapillus,South Korea,0,0,Gwangju,F,
1641,Haeun,Lim Haeun,임하은,하은,11/2/2008,Lapillus,South Korea,0,0,,F,
1642,Hwiseo,Jo Hwihyeon,조휘현,화서,7/31/2002,H1-KEY,South Korea,168,0,,F,
1656,Jia,Yoon Jia,윤지아,지아,1/16/2004,mimiimiii,South Korea,166,0,Incheon,F,
1657,Yooyeon,Kim Yooyeon,김유연,유연,2/9/2001,tripleS,South Korea,164,46,Seoul,F,
1658,Seoyeon,Yoon Seoyeon,윤서연,서연,8/6/2003,tripleS,South Korea,0,0,,F,
1659,Jiwoo,Lee Jiwoo,이지우,지우,10/24/2005,tripleS,South Korea,0,0,,F,
1660,Hyerin,Jeong Hyerin,정혜린,혜린,4/12/2007,tripleS,South Korea,0,0,,F,
1661,Minji,Kim Minji,김민지,민지,5/7/2004,NewJeans,South Korea,169,0,Yeongwol,F,
1662,Hanni,Pham Ngoc Han,팜응옥헌,하니,10/6/2004,NewJeans,Vietnam,162,0,Melbourne,F,
1663,Danielle,Mo Jihye,모지혜,다니엘,4/11/2005,NewJeans,South Korea,165,0,Munsan,F,
1664,Haerin,Kang Haerin,강해린,해린,5/15/2006,NewJeans,South Korea,165,0,Gimcheon,F,
1665,Hyein,Lee Hyein,이혜인,혜인,4/21/2008,NewJeans,South Korea,170,0,Incheon,F,
